"AVOID_MAN_CD","BODY_TYPE","COMM_VEH","CRN","DAMAGE_IND","DVR_PRES_IND","EMERG_VEH_USE_CD","GRADE","IMPACT_POINT","INS_IND","MAKE_CD","MODEL_YR","OWNER_DRIVER","PEOPLE_IN_UNIT","PRIN_IMP_PT","RDWY_ALIGNMENT","SPECIAL_USAGE","TRAVEL_DIRECTION","TRAVEL_SPD","TRL_VEH_CNT","UNDER_RIDE_IND","UNIT_NUM","UNIT_TYPE","VEH_COLOR_CD","VEH_MOVEMENT","VEH_POSITION","VEH_REG_STATE","VEH_ROLE","VEH_TYPE","PARTIAL_VIN","VINA_BODY_TYPE_CD"
"","04","N","2021013844","1","1","","1","01","Y","NISS","2013","02","2","","1","00","W","999","0","","1","01","05","12","01","PA","1","01","1N4AL3APXDC","P4D"
"","69","N","2021008212","1","1","","1","11","Y","CHEV","2020","01","1","","1","00","N","999","0","","3","01","01","12","03","PA","2","06","3GNAXUEV7LL","T"
"","04","N","2021009983","3","1","","3","12","Y","FORD","2005","01","1","","1","00","E","999","0","","1","01","02","01","01","PA","1","01","1FAFP34NX5W","P4D"
"","04","N","2021030059","3","1","","1","11","Y","NISS","2012","01","1","","1","00","S","045","0","","1","01","05","15","07","PA","1","01","1N4AA5AP7CC","P4D"
"","04","N","2021018690","3","1","","3","01","Y","NISS","2010","02","1","","3","00","S","999","0","","1","01","02","17","01","PA","1","01","3N1AB6AP7AL","P4D"
"","15","N","2021011248","3","1","","3","12","Y","JEEP","2010","01","1","","1","00","E","020","","","1","01","07","02","03","PA","1","06","1J4RG4GK4AC","T4W"
"","15","N","2021016452","3","1","","1","12","Y","NISS","2012","01","3","","1","00","E","999","0","","2","01","07","01","01","PA","1","06","JN8AS5MV3CW","T4W"
"","69","N","2021022243","3","3","","1","12","U","JEEP","2012","01","1","","1","00","S","999","0","","1","05","01","99","01","PA","0","06","1C4RJFBT5CC","T"
"","04","N","2021015167","9","2","","3","07","U","DODG","1998","","0","","1","00","W","000","0","","4","02","12","06","01","PA","2","01","1B3EJ46X3WN","P4D"
"","04","N","2021009219","1","1","","1","11","Y","FORD","2014","01","1","","1","00","N","999","0","","1","01","02","12","01","PA","1","01","3FA6P0H77ER","P4D"
"","51","N","2021022720","2","1","","1","00","N","FORD","1997","01","1","","1","00","N","999","0","","1","01","01","01","09","PA","0","04","1FTHF26H7VE","TPK"
"","04","N","2021021198","3","1","","1","02","Y","HYUN","2008","01","1","","1","00","S","035","0","","1","01","07","01","09","PA","1","01","5NPET46C48H","P4D"
"","04","N","2021007276","1","2","","1","06","Y","LEXS","2010","","0","","1","00","E","000","0","","3","02","07","06","09","PA","1","01","JTHBB1BA2A2","P4D"
"","04","N","2021011369","3","1","","2","11","N","CADI","2004","02","2","","1","00","S","005","0","","1","01","07","12","01","PA","1","01","1G6KS54Y34U","P4D"
"","04","N","2021009348","3","1","","1","12","Y","MAZD","2006","01","2","","1","00","E","999","0","","2","01","02","01","01","PA","1","01","1YVHP80D365","P4D"
"","15","N","2021021280","3","1","","3","02","N","FORD","2017","01","1","","1","00","S","080","","","1","01","07","01","01","PA","1","06","1FM5K8F84HG","T4W"
"","15","N","2021019416","1","1","","1","02","Y","JEEP","2007","01","1","","1","00","W","020","0","","1","01","12","01","01","PA","2","01","1J8GR48K77C","T4W"
"","04","N","2021010894","2","2","","2","06","Y","CHRY","2010","","0","","1","00","S","000","0","","3","02","12","06","09","PA","2","01","1C3CC4FB8AN","P4D"
"","04","N","2021012961","3","1","","1","03","Y","FORD","2011","01","2","","1","00","W","030","0","","1","01","03","01","01","PA","2","01","3FAHP0HA4BR","P4D"
"","15","N","2021000445","2","1","","1","01","Y","KIA","2008","01","1","","1","00","W","999","0","","1","01","02","01","01","PA","1","06","KNDJC735885","T4W"
"","79","Y","2021027740","2","2","","1","07","Y","ISU","2000","","0","","1","00","","000","0","","2","02","03","06","01","PA","2","05","",""
"","09","N","2021000007","3","3","","2","01","Y","KIA","2019","02","1","","1","00","N","999","0","","1","01","05","12","01","PA","1","01","5XXGT4L38KG","P"
"","04","N","2021012706","2","2","","1","07","Y","BUIC","2011","","0","","1","00","","000","0","","2","02","07","06","01","PA","2","01","W04GP5EC6B1","P4D"
"","15","N","2021031965","3","1","","3","06","Y","JEEP","2016","01","1","","1","00","W","000","","","2","01","12","03","01","PA","2","06","1C4NJRFB3GD","T4W"
"","69","N","2021007991","2","1","","1","06","Y","LINC","2019","01","1","","1","00","S","000","0","","3","01","03","03","06","GA","2","01","5LMCJ3D97KU","T"
"","15","N","2021000141","3","1","","1","03","Y","BMW","2007","01","1","","1","00","N","030","0","","1","01","05","01","01","PA","1","06","WBXPC934X7W","T4W"
"","51","N","2021011759","1","1","","1","06","Y","TOYT","2004","02","1","","1","00","S","999","0","","2","01","03","01","01","PA","2","04","5TEPM62N14Z","TPK"
"","69","N","2021031168","2","1","","2","01","Y","JEEP","2020","01","1","","1","00","E","999","0","","1","01","05","01","01","PA","1","06","3C4NJCBB5LT","T"
"","04","N","2021014160","3","1","","3","12","Y","BUIC","2005","01","1","","3","00","S","020","0","","1","01","07","17","01","PA","1","01","2G4WC532651","P4D"
"","04","N","2021013164","3","1","","3","00","Y","CHEV","2006","01","1","","1","00","W","020","0","","1","01","07","01","09","PA","0","01","1G1ZS51F36F","P4D"
"","04","N","2021021693","3","1","","3","02","Y","LINC","2009","02","1","","1","00","U","999","0","","1","01","05","01","13","PA","1","01","2LNHM82V99X","P4D"
"","69","N","2021017643","3","1","","1","01","Y","SUBA","2018","02","1","","4","00","E","999","0","","1","01","02","16","01","PA","1","06","4S4BSANCXJ3","T"
"","09","N","2021018019","3","1","","1","12","U","HOND","2020","01","1","","1","00","N","999","","","1","01","07","01","01","PA","1","01","SHHFK7H83LU","P"
"","04","N","2021005738","3","1","","1","06","Y","FORD","2012","02","2","","1","00","E","999","","","2","01","05","02","03","OH","3","01","3FAHP0HA6CR","P4D"
"","04","N","2021022702","3","1","","1","12","Y","CADI","2010","01","1","","3","00","E","999","0","","1","01","02","17","01","PA","1","01","1G6DG5EG1A0","P4D"
"","69","N","2021026931","2","1","","1","12","Y","MERZ","2019","01","1","","1","00","U","999","0","","1","01","05","01","01","PA","2","01","WDC0G4KB8KF","T"
"","05","N","2021026122","3","1","","1","12","Y","HYUN","2006","01","3","","1","00","S","035","0","","1","01","07","01","03","PA","0","01","KMHDN56D96U","P4H"
"","69","N","2021009256","1","1","","3","03","Y","FORD","2018","02","1","","4","00","E","999","0","","1","01","03","16","09","IL","1","01","1FTMF1CB2JK","T"
"","04","N","2021022425","2","2","","1","05","Y","SUBA","2008","","0","","1","00","","000","0","","3","02","12","06","09","PA","2","01","4S3BL616387","P4D"
"","04","N","2021028983","3","1","","1","12","Y","FORD","2014","01","3","","1","00","S","075","","","1","01","07","01","01","PA","1","01","3FA6P0UU5ER","P4D"
"","04","N","2021027579","3","1","","5","06","Y","CHEV","2002","01","1","","4","00","W","015","","","2","01","08","02","01","PA","3","01","1G1JF524527","P4D"
"","04","N","2021003487","3","1","","1","01","Y","TOYT","2017","01","1","","1","00","S","999","0","","1","01","08","01","01","PA","1","01","4T1BF1FK0HU","P4D"
"","15","N","2021022718","2","1","","3","12","Y","GMC","2010","01","1","","1","00","S","025","0","","1","01","02","02","01","IL","1","06","1GKUKKE31AR","T4W"
"","04","N","2021021101","3","1","","1","12","Y","HYUN","2017","01","1","","1","00","E","999","0","","2","01","05","01","09","PA","2","01","5NPD84LF1HH","P4D"
"","75","Y","2021016595","3","1","","3","02","Y","KW","2002","02","1","","1","00","S","045","1","","2","01","12","01","01","NJ","1","05","1XKTDB9X92J","TTR"
"","15","N","2021014475","2","2","","1","05","Y","TOYT","2016","","0","","1","00","S","000","0","","2","02","03","06","08","PA","3","06","5TDDKRFH8GS","T4W"
"","","U","2021005109","3","1","","2","12","N","GRUM","","08","1","","1","00","N","999","","","2","01","03","01","13","ZG","2","99","",""
"","05","N","2021019912","3","3","","2","01","U","DODG","2007","99","1","","3","00","N","040","0","","1","01","07","17","01","PA","1","06","1B3HB48B07D","P4H"
"","15","N","2021026415","3","1","","1","12","Y","HOND","2016","01","1","","1","00","N","999","0","","2","01","01","01","01","PA","2","06","2HKRM4H58GH","T4W"
"","04","N","2021004461","3","1","","2","11","Y","TOYT","2016","01","2","","1","00","S","035","0","","1","01","12","01","01","PA","2","01","4T1BF1FK8GU","P4D"
"","04","N","2021021692","3","1","","1","99","Y","BUIC","2004","01","1","","1","00","S","999","0","","1","01","08","01","99","PA","1","01","2G4WS52J241","P4D"
"","15","N","2021032040","3","1","","1","12","Y","KIA","2014","01","1","","1","00","W","030","0","","1","01","07","01","01","PA","1","01","5XYKWDA7XEG","T4W"
"","15","N","2021007455","3","1","","3","10","Y","BENT","2017","01","2","","4","00","S","999","0","","1","01","05","10","01","PA","1","01","SJAAC2ZV6HC","TUT"
"","69","N","2021011603","3","1","","3","03","Y","JEEP","2018","02","1","","1","00","E","999","0","","1","01","05","01","01","PA","2","06","3C4NJDCB9JT","T"
"","11","N","2021023242","3","2","","1","01","Y","CADI","2017","","0","","1","00","N","000","0","","5","02","07","06","09","CT","3","01","2GEXG7U31H9","PHR"
"","09","N","2021031374","3","1","","1","12","Y","MITS","2019","01","3","","3","00","S","030","0","","1","01","07","17","01","PA","1","01","ML32F3FJ2KH","P"
"","69","N","2021016329","1","1","","4","06","Y","TOYT","2021","01","1","","1","00","W","000","0","","2","01","03","03","01","PA","2","01","JTENU5JR7M5","T"
"","04","N","2021011097","3","1","","1","06","Y","HOND","2016","01","3","","1","00","E","000","0","","2","01","05","03","03","PA","2","01","19XFC1F38GE","P4D"
"","15","N","2021014384","1","1","","1","06","Y","HOND","2008","02","1","","1","00","E","000","","","3","01","01","03","03","OH","3","06","JHLRE48598C","T4W"
"","04","N","2021027297","3","1","","1","01","Y","STRN","2004","01","2","","1","00","N","999","0","","1","01","02","01","01","PA","1","01","1G8AJ52F64Z","P4D"
"","04","N","2021039128","3","1","","2","12","Y","FORD","2015","01","2","","1","00","W","030","0","","1","01","03","01","01","PA","1","01","1FADP3F29FL","P4D"
"","51","N","2021035426","3","1","","1","12","Y","RAM","2014","01","1","","1","00","E","999","0","","1","01","05","01","02","PA","1","04","1C6RR7KT6ES","TCW"
"","39","Y","2021040403","1","1","","1","08","Y","INTL","","08","1","","3","11","S","999","0","","2","01","06","17","01","PA","1","03","4DRBUAAN7EB","TBU"
"","40","N","2021058063","2","1","","2","06","Y","DODG","2015","01","1","","1","00","N","060","","","2","01","10","01","06","PA","2","06","2C4RDGBG9FR","TSV"
"","75","Y","2021016466","3","1","","1","00","Y","KW","1996","01","1","","1","21","S","999","1","","1","01","01","01","01","PA","0","05","1XKDDB9X6TJ","TTR"
"","04","N","2021006290","0","1","","1","00","Y","FORD","2013","01","1","","1","00","E","060","","","1","01","05","15","01","PA","0","01","3FA6P0H70DR","P4D"
"","15","N","2021022433","3","3","","1","01","Y","GMC","2015","99","1","","1","00","E","999","0","","1","01","01","01","03","PA","1","01","1GKKVNED6FJ","T4W"
"","09","N","2021033621","3","1","","2","02","Y","BMW","2019","02","1","","1","00","S","999","0","","1","01","05","12","04","PA","2","01","WBA7E4C51KG","P"
"","04","N","2021023782","0","1","","2","06","Y","KIA","2014","01","1","","1","00","E","999","0","","1","01","01","01","06","PA","2","01","KNALN4D70E5","P4D"
"","09","N","2021014434","3","1","","1","12","Y","TOYT","2011","01","1","","4","00","W","035","","","1","01","07","16","06","IL","1","01","4T1VF3EK2BU",""
"","69","N","2021021227","1","1","","1","01","Y","CADI","2011","01","1","","1","00","W","999","","","1","01","05","12","04","FL","1","06","3GYFNDEYXBS","T"
"","51","N","2021002582","3","1","","1","12","U","CHEV","2007","01","1","","3","00","N","060","0","","1","01","12","17","09","PA","0","04","2GCEK13M071","TCW"
"","51","N","2021018989","2","1","","1","02","Y","DODG","1997","01","1","","1","00","S","999","0","","1","01","07","18","98","PA","1","04","3B7HF13Y1VG","TPC"
"","51","N","2021007411","3","1","","1","09","Y","FORD","2002","01","1","","4","00","W","999","0","","1","01","01","16","01","PA","1","04","1FTZR45E12T","T4C"
"","15","N","2021025106","2","1","","3","06","Y","NISS","2013","02","1","","1","00","W","000","","","3","01","03","03","06","PA","3","06","5N1AR2MM5DC","T4W"
"","15","N","2021021007","3","1","","1","12","Y","DODG","2014","01","1","","1","00","E","999","0","","1","01","05","12","04","PA","2","06","3C4PDCAB1ET","T4W"
"","51","N","2021028176","1","1","","1","12","Y","CHEV","2006","02","1","","1","00","N","025","0","","1","01","02","01","98","PA","1","04","1GCDT136668","TCW"
"","04","N","2021015655","2","1","","3","12","Y","CHEV","2011","01","1","","1","00","U","999","0","","1","01","02","01","01","PA","1","01","2G1WF5EK8B1","P4D"
"","69","N","2021005653","3","1","","1","12","Y","JEEP","2018","01","1","","1","00","S","060","","","1","01","05","01","03","PA","1","06","3C4NJDCB4JT","T"
"","04","N","2021032584","3","1","","1","03","U","INFI","2011","01","2","","3","00","N","999","0","","1","01","05","17","01","PA","0","01","JN1CV6AR1BM","P4D"
"","04","N","2021024901","3","1","","3","09","Y","HYUN","2013","02","2","","1","00","W","999","0","","2","01","12","01","06","PA","2","01","5NPEB4AC2DH","P4D"
"","69","N","2021015305","1","1","","3","06","Y","LEXS","2019","01","1","","1","00","S","999","0","","2","01","03","02","01","GA","2","06","2T2BZMCA2KC","T"
"","04","N","2021015305","2","1","","3","12","Y","PONT","2008","01","1","","1","00","S","999","0","","1","01","99","01","01","PA","1","01","1G2ZF57B384","P4D"
"","41","N","2021004076","2","1","","1","12","Y","DODG","2001","99","1","","1","46","N","999","","","2","01","08","01","01","PA","1","07","2B4GP44R41R","TES"
"","15","N","2021013622","2","2","","1","06","Y","NISS","2011","","0","","1","00","","000","0","","3","02","07","06","01","PA","2","01","JN8AS5MV1BW","T4W"
"","04","N","2021009704","2","2","","1","06","Y","CHEV","2015","","0","","1","00","","000","0","","3","02","07","06","01","PA","2","01","1G11C5SL4FF","P4D"
"","04","N","2021036141","3","1","","1","10","Y","NISS","2016","01","1","","1","00","E","999","0","","2","01","05","02","01","PA","2","01","1N4AA6AP4GC","P4D"
"","75","Y","2021040700","3","1","","1","12","Y","FRHT","2015","02","1","","1","21","E","999","1","","2","01","03","01","01","IN","2","05","3AKJGEDV2FD","TTR"
"","04","N","2021037733","2","1","","1","02","U","NISS","2006","01","1","","1","00","N","030","0","","1","01","03","01","01","PA","1","01","1N4BL11D26N","P4D"
"","09","N","2021014665","3","1","","1","14","U","VOLK","2019","01","1","","1","00","S","040","0","","1","01","12","01","11","PA","1","01","3VWC57BU2KM","P"
"","05","N","2021003592","3","1","","3","11","U","PONT","2009","02","2","","1","00","S","999","","","1","01","12","01","03","PA","1","01","5Y2SM67019Z","P4H"
"","09","N","2021058898","3","1","","1","12","Y","KIA","2019","01","1","","1","00","S","065","","","1","01","03","01","01","PA","1","01","3KPF24AD4KE","P"
"","15","N","2021030422","3","1","","1","06","Y","KIA","2011","02","1","","1","00","N","999","0","","1","01","03","12","01","PA","2","01","KNDPB3A22B7","T4W"
"","02","N","2021036085","2","1","","5","06","Y","HOND","2011","01","1","","1","00","N","000","","","2","01","05","03","01","PA","2","01","2HGFG1B65BH","PCP"
"","04","N","2021009899","3","1","","4","01","N","CHEV","2016","01","1","","1","00","E","999","0","","1","01","03","01","01","PA","1","01","1G11C5SA6GF","P4D"
"","09","N","2021002658","3","1","","1","02","Y","HOND","2018","01","1","","1","00","N","999","0","","2","01","12","01","01","DE","2","01","1HGCV1F10JA","P"
"","02","N","2021005484","3","3","","1","09","U","CHEV","2001","99","1","","1","00","N","999","0","","2","01","07","01","01","PA","2","01","2G1WX15K219","PCP"
"","15","N","2021007080","0","3","","1","99","Y","JEEP","2008","01","1","","1","00","S","999","0","","2","01","99","02","99","PA","2","06","1J8HG48KX8C","T4W"
"","04","N","2021038881","3","1","","1","02","Y","FORD","2014","02","1","","1","00","E","999","0","","1","01","02","01","06","PA","1","01","1FADP3F27EL","P4D"
"","15","N","2021045552","3","1","","1","03","Y","FORD","2015","02","2","","1","00","W","050","0","","1","01","12","01","02","PA","0","01","1FMJU1MT0FE","T4W"
"","04","N","2021014477","3","1","","1","01","Y","PONT","2009","01","1","","1","00","E","999","0","","1","01","03","01","01","PA","1","01","1G2ZG57B594","P4D"
"","69","N","2021005494","3","1","","4","01","Y","CHEV","2018","01","1","","4","00","S","999","0","","1","01","05","16","01","PA","1","06","2GNAXSEV4J6","T"
"","69","N","2021010117","3","1","","3","11","Y","HOND","2019","02","1","","1","00","N","020","","","1","01","12","10","01","PA","1","06","JHLRW2H87KX","T"
"","05","N","2021058474","3","1","","1","08","Y","HOND","2007","02","1","","1","00","E","999","0","","1","01","07","01","01","PA","2","01","JHMGD38657S","P4H"
"","41","N","2021035465","1","1","","1","03","Y","GMC","2006","02","2","","1","49","N","999","0","","1","01","12","01","03","PA","1","07","1GTHG39U961","TEC"
"","69","N","2021003878","0","1","","1","12","Y","FORD","2019","02","1","","1","49","S","999","0","","2","01","03","01","01","MD","1","07","1FTYR2YMXKK","T"
"","69","N","2021039968","1","1","","3","11","Y","FORD","2018","01","1","","1","00","W","999","0","","1","01","05","12","01","PA","1","01","MAJ6P1CL3JC","T"
"","05","N","2021032264","2","1","","3","11","Y","HYUN","2016","01","1","","1","00","S","005","0","","1","01","01","02","06","PA","2","01","KMHCT5AE5GU","P4H"
"","03","N","2021026141","9","1","","2","14","Y","VOLK","2010","02","1","","4","00","S","999","0","","1","01","01","08","01","PA","1","01","3VWRG3AGXAM","P2H"
"","51","N","2021040059","3","1","","1","01","Y","FORD","2004","01","1","","1","00","S","080","","","1","01","12","01","01","PA","1","04","1FTNW21L84E","TCW"
"","09","N","2021038771","2","1","","3","06","Y","KIA","2018","02","1","","1","00","W","000","0","","2","01","03","03","01","PA","2","01","3KPFK4A73JE","P"
"","69","N","2021006573","3","1","","1","02","Y","TOYT","2020","01","1","","1","00","N","045","","","1","01","07","15","01","PA","1","06","2T3G1RFV4LW","T"
"","15","N","2021042622","2","1","","1","02","N","JEEP","2014","01","1","","1","00","N","025","0","","1","01","07","04","01","PA","1","06","1C4NJRBB2ED","T4W"
"","69","N","2021005546","3","1","","3","12","Y","KIA","2020","01","1","","4","00","E","999","0","","1","01","05","16","01","PA","1","01","KNDJ63AUXL7","T"
"","15","N","2021006616","2","1","","1","06","Y","DODG","2010","02","1","","1","00","S","999","0","","2","01","02","02","01","PA","2","06","1D4PU2GKXAW","T4W"
"","69","N","2021037843","0","1","","3","00","Y","NISS","2018","01","1","","1","00","N","999","0","","1","01","05","12","07","PA","0","06","5N1AT2MV4JC","T"
"","04","N","2021017721","3","1","","2","00","Y","HOND","2005","02","1","","1","00","W","999","0","","1","01","03","01","01","PA","0","01","1HGCM56885A","P4D"
"","04","N","2021011580","3","1","","1","11","Y","HYUN","2008","01","1","","1","00","N","005","0","","2","01","08","10","02","PA","2","01","KMHFC46F78A","P4D"
"","04","N","2021011033","3","1","","1","11","Y","HOND","2015","01","1","","1","00","N","050","","","1","01","07","01","11","PA","1","01","2HGFB6E58FH","P4D"
"","69","N","2021025302","3","1","","3","12","Y","SUBA","2019","01","1","","3","00","E","065","","","1","01","07","17","06","MD","3","06","JF2GTADC9KH","T"
"","09","N","2021029035","0","1","","1","01","Y","HYUN","2021","02","1","","1","00","E","999","0","","2","01","12","01","01","OK","1","01","5NPEG4JAXMH","P"
"","04","N","2021027977","3","1","","1","12","Y","PONT","2005","01","1","","1","00","E","015","0","","1","01","02","15","02","PA","1","01","1G2ZG528854","P4D"
"","15","N","2021011248","3","1","","3","06","Y","KIA","2011","01","1","","1","00","E","010","","","2","01","07","02","03","PA","3","06","5XYKTCA1XBG","T4W"
"","04","N","2021011667","2","1","","1","01","Y","NISS","2015","01","1","","1","00","S","999","0","","2","01","07","01","06","PA","2","01","1N4AL3AP1FN","P4D"
"","75","Y","2021020950","3","1","","1","01","Y","VOLV","2015","02","1","","1","21","E","065","1","","1","01","02","01","03","IL","1","05","4V4NC9EH0FN","TTR"
"","09","N","2021019081","3","1","","1","05","Y","NISS","2018","01","1","","1","00","W","999","","","2","01","03","01","03","PA","2","01","1N4AL3APXJC","P"
"","04","N","2021003409","1","1","","5","06","Y","HOND","2015","02","1","","1","00","W","999","0","","3","01","07","01","01","PA","2","01","19XFB2F54FE","P4D"
"","15","N","2021013023","1","1","","1","03","Y","KIA","2015","01","1","","1","00","E","999","0","","2","01","02","01","09","PA","2","06","5XYKTCA65FG","T4W"
"","69","Y","2021018711","3","1","","1","10","Y","INTL","2019","03","1","","1","00","S","999","0","","1","01","03","13","09","IN","2","05","1HTMMMML8KH","T"
"","69","N","2021018210","3","1","","1","06","Y","TOYT","2021","02","1","","1","00","E","045","","","2","01","01","01","03","PA","3","06","2T3E6RFV3MW","T"
"","51","N","2021007591","3","1","","1","11","Y","CHEV","2002","01","1","","1","00","N","999","0","","2","01","08","01","01","PA","2","01","3GNEK13T82G","TCW"
"","15","N","2021025732","2","1","","1","02","Y","FORD","2013","01","1","","1","00","W","999","0","","1","01","07","01","01","PA","2","06","1FM5K8B81DG","T4W"
"","04","N","2021020303","3","1","","1","12","Y","CHRY","2015","01","1","","1","00","U","999","0","","2","01","05","01","02","PA","1","01","2C3CCAAG0FH","P4D"
"","15","N","2021019416","3","1","","3","11","Y","MITS","2016","02","2","","1","00","S","999","0","","2","01","05","01","98","PA","1","01","JA4AZ3A37GZ","T4W"
"","01","N","2021003768","2","1","","3","06","Y","AUDI","2014","01","1","","1","00","E","000","0","","2","01","07","03","03","PA","2","01","WAUCGAFH0EN","PCV"
"","69","N","2021023508","2","1","","1","11","Y","HYUN","2020","01","1","","4","00","S","999","0","","2","01","05","16","01","WV","2","01","KM8J2CA41LU","T"
"","04","N","2021031000","3","1","","1","10","Y","PONT","2009","01","3","","1","00","N","999","0","","2","01","05","01","03","PA","2","01","1G2ZG57N094","P4D"
"","05","N","2021027698","3","2","","2","07","Y","FORD","2014","","0","","1","00","S","000","0","","2","02","03","06","09","PA","2","01","3FADP4TJ2EM","P4H"
"","09","N","2021000674","1","1","","1","03","Y","TOYT","2020","01","1","","1","00","W","999","0","","2","01","05","01","06","GA","2","01","JTDEPRAE0LJ","P"
"","","","2021019898","","","","","","","","","","1","","","","","","","","2","31","","","","","2","","",""
"1","04","N","2021027287","3","1","0","3","09","Y","HOND","2012","02","1","09","4","00","E","102","0","0","1","01","05","16","01","PA","0","01","2HGFB2F84CH","P4D"
"","51","N","2021014037","3","1","","3","10","Y","CHEV","2007","01","1","","1","00","S","999","0","","1","01","07","01","01","PA","1","04","2GCEK19Z271","T4C"
"","04","N","2021002661","1","2","","3","05","Y","CADI","2007","","0","","1","00","","000","0","","4","02","99","06","11","PA","2","01","1G6DW677170","P4D"
"","75","Y","2021013867","1","1","","1","07","Y","PTRB","2013","02","1","","1","21","W","099","1","","2","01","03","01","06","PA","2","05","1XPWD49X1DD","TTR"
"","69","N","2021000483","3","3","","1","11","Y","HYUN","2020","01","1","","1","00","N","999","0","","1","01","99","10","01","GA","1","01","KM8K3CA57LU","T"
"","15","N","2021016702","1","1","","3","08","Y","JEEP","2016","01","2","","1","00","S","999","0","","1","01","12","01","03","PA","1","01","1C4NJCBA4GD","T4W"
"","51","N","2021014388","2","1","","1","06","Y","FORD","2013","01","1","","1","00","W","000","","","2","01","05","03","01","PA","2","04","1FTFW1ET2DF","TCW"
"","05","N","2021021693","9","2","","3","07","Y","FORD","2015","","0","","1","00","","000","","","2","02","03","06","01","PA","2","01","3FADP4GX2FM","P4H"
"","51","N","2021033735","1","1","","1","06","Y","GMC","2004","02","1","","1","00","W","005","","","2","01","01","02","06","PA","2","04","1GTEK19T64Z","T4C"
"","04","N","2021014237","2","1","","1","02","Y","TOYT","2007","01","1","","4","00","N","999","0","","2","01","02","16","01","PA","2","01","2T1BR32E27C","P4D"
"","69","N","2021009618","3","1","","1","12","Y","AUDI","2019","01","1","","4","00","S","045","","","2","01","12","16","01","PA","2","06","WA1AVAF12KD","T"
"","69","Y","2021025425","1","1","","2","09","Y","INTL","2021","02","1","","3","00","E","045","","","2","01","02","17","06","PA","3","05","3HTDPAPT1MN","T"
"","15","N","2021028475","1","3","","2","02","N","MITS","2002","","2","","1","00","E","999","0","","1","05","07","99","01","OH","1","01","JA4MT31RX2P","T4W"
"","09","N","2021017022","3","1","","2","12","U","NISS","2018","02","2","","1","00","S","999","0","","1","01","99","01","09","PA","1","01","3N1AB7AP0JY","P"
"","09","N","2021006082","2","1","","1","12","Y","SUBA","2019","01","1","","1","00","W","015","0","","1","01","12","07","98","TX","1","01","4S3GTAA6XK3","P"
"","04","N","2021022316","3","1","","1","06","Y","VOLK","2012","01","1","","1","00","N","025","0","","2","01","07","02","01","PA","2","01","3VWDP7AJ4CM","P4D"
"","15","N","2021015258","1","2","","1","07","Y","KIA","2011","","0","","3","00","","000","0","","2","02","05","06","98","PA","2","06","KNDPBCA27B7","T4W"
"","51","Y","2021015892","2","1","","2","00","Y","PTRB","2013","08","1","","1","99","E","999","0","","1","01","01","12","01","PA","0","05","2NP3HN8X0DM","TCC"
"","75","Y","2021009870","3","1","","2","02","Y","FRHT","2016","02","1","","3","21","W","055","1","","1","01","03","17","01","IN","1","05","1FUJGLD55GL","TTR"
"","51","N","2021015941","2","3","","1","11","Y","CHEV","2010","99","2","","1","00","N","099","0","","1","01","02","01","01","PA","1","04","1GCSKSE3XAZ","T4C"
"","02","N","2021020646","3","1","","2","11","Y","TOYT","2004","01","1","","3","00","S","999","0","","1","01","07","17","01","PA","1","01","4T1CA38P64U","PCP"
"","15","N","2021015802","3","1","","1","10","Y","HYUN","2005","01","1","","1","00","S","025","0","","2","01","07","01","01","PA","2","01","KM8JN72D75U","T4W"
"","09","N","2021001359","3","1","","1","12","Y","MERZ","2018","01","1","","1","00","S","999","0","","1","01","03","01","09","PA","1","01","WDDZF8KB8JA","P"
"","41","N","2021004566","3","1","","1","01","N","CHRY","2008","01","1","","1","00","U","020","0","","1","01","02","01","01","PA","1","01","2A8HR54P08R","TES"
"","69","N","2021019912","2","2","","3","02","Y","JEEP","2020","","0","","4","00","","000","","","2","02","07","06","01","PA","2","06","1C4PJMLB6LD","T"
"","09","N","2021024066","3","1","","1","12","Y","CHEV","2013","01","2","","1","00","W","999","0","","4","01","07","01","03","NY","1","01","",""
"","12","N","2021004881","3","1","","1","01","Y","CHEV","2002","01","1","","1","00","S","999","0","","1","01","01","01","01","PA","1","06","1GNCS18W12K","T2W"
"","69","N","2021014039","2","1","","3","06","Y","JEEP","2019","01","3","","1","00","S","999","0","","1","01","03","01","01","PA","1","01","1C4PJLCB2KD","T"
"","69","N","2021000820","3","2","","1","09","Y","NISS","2018","","0","","1","00","","000","0","","2","02","03","06","01","PA","2","06","5N1AT2MV0JC","T"
"","04","N","2021007455","3","1","","2","11","Y","HYUN","2010","01","1","","1","00","E","000","0","","2","01","12","03","03","PA","2","01","KMHDU4AD9AU","P4D"
"","09","N","2021010002","2","1","","2","01","Y","HYUN","2018","01","1","","1","00","S","035","0","","1","01","05","01","01","PA","1","01","KMHD84LF9JU","P"
"","03","N","2021021842","2","1","","1","11","Y","VOLK","2008","02","1","","1","00","S","035","0","","1","01","04","15","01","PA","1","01","3VWRW31C38M","P2H"
"","69","N","2021032161","3","1","","1","12","Y","GMC","2019","02","3","","1","00","E","999","0","","2","01","02","01","01","PA","1","06","1GKKNSLS7KZ","T"
"","09","N","2021019585","3","1","","1","03","Y","TOYT","2020","03","1","","1","00","W","999","","","1","01","01","12","07","MI","3","01","4T1G11AK5LU","P"
