"AVOID_MAN_CD","BODY_TYPE","COMM_VEH","CRN","DAMAGE_IND","DVR_PRES_IND","EMERG_VEH_USE_CD","GRADE","IMPACT_POINT","INS_IND","MAKE_CD","MODEL_YR","OWNER_DRIVER","PEOPLE_IN_UNIT","PRIN_IMP_PT","RDWY_ALIGNMENT","SPECIAL_USAGE","TRAVEL_DIRECTION","TRAVEL_SPD","TRL_VEH_CNT","UNDER_RIDE_IND","UNIT_NUM","UNIT_TYPE","VEH_COLOR_CD","VEH_MOVEMENT","VEH_POSITION","VEH_REG_STATE","VEH_ROLE","VEH_TYPE","PARTIAL_VIN","VINA_BODY_TYPE_CD"
"","","N","2021106448","2","1","","1","07","Y","FRHT","2011","02","1","","1","00","N","002","","","2","01","03","01","01","PA","2","12","",""
"","04","N","2021118475","3","1","","1","11","Y","NISS","2013","01","1","","1","00","E","000","","","2","01","02","03","01","PA","2","01","1N4AL3AP6DN","P4D"
"","15","N","2021108757","3","1","","5","05","Y","CHEV","2014","01","1","","1","00","S","015","","","2","01","05","01","98","PA","3","01","2GNFLEEK2E6","T4W"
"","15","N","2021124177","3","1","","2","01","Y","DODG","2005","01","2","","4","00","N","015","","","1","01","03","16","02","PA","1","01","2D4FV48V85H","T4W"
"","15","N","2021127273","3","1","","1","06","Y","TOYT","2012","01","1","","1","00","S","015","","","2","01","09","01","01","PA","2","06","JTLZE4FE8CJ","T4W"
"","69","N","2021084848","2","1","","1","06","Y","JEEP","2018","02","1","","1","00","W","010","","","3","01","05","02","03","PA","2","06","1C4RJFAG6JC","T"
"","51","N","2021106407","2","1","","1","06","N","FORD","2011","02","1","","1","00","N","999","","","2","01","09","02","01","PA","2","04","1FTFW1ET2BF","TCW"
"","79","Y","2021100817","0","1","","1","03","Y","CHEV","2019","98","1","","1","99","W","999","1","","2","01","03","15","04","PA","1","05","",""
"","51","N","2021099296","2","3","","1","01","Y","RAM","2015","01","1","","4","00","E","999","","","3","05","03","16","01","FL","1","04","1C6RR7GT8FS","TCW"
"","15","N","2021077755","3","1","","1","12","Y","GMC","2016","01","2","","1","00","N","045","","","1","01","08","01","01","PA","1","06","1GKS2AKC5GR","T4W"
"","15","N","2021127624","3","1","","1","02","Y","LEXS","2005","01","1","","1","00","N","999","","","2","01","07","01","01","PA","2","01","JTJHA31U750","T4W"
"","69","N","2021118611","3","1","","2","12","Y","KIA","2019","01","1","","4","00","S","999","","","2","01","05","16","02","PA","2","06","5XYPGDA35KG","T"
"","69","N","2021122813","2","1","","2","09","Y","HOND","2020","01","1","","1","00","W","010","","","1","01","99","14","08","PA","0","06","2HKRW2H27LH","T"
"","15","N","2021121557","3","2","","3","12","Y","CHEV","2011","","0","","1","00","W","000","","","2","02","05","06","11","PA","2","01","2CNFLEECXB6","T4W"
"","69","N","2021080988","1","1","","1","09","N","FORD","2017","06","3","","1","02","S","025","","","1","01","03","01","06","PA","2","04","1FDWE3FS8HD","TYY"
"","04","N","2021083955","3","2","","1","07","U","CADI","2009","","1","","1","00","","000","","","3","02","05","06","01","PA","2","01","1G6KD57Y59U","P4D"
"","15","N","2021108317","3","1","","1","09","Y","FORD","2017","01","1","","1","00","E","999","","","1","01","07","01","01","PA","2","06","1FMCU9J99HU","T4W"
"","69","N","2021093527","3","2","","3","07","Y","HYUN","2020","","0","","1","00","E","000","","","3","02","03","06","98","PA","2","01","KM8J3CAL3LU","T"
"","15","N","2021082712","3","1","","1","11","U","JEEP","2011","01","1","","1","00","E","999","","","1","01","04","05","98","PA","1","06","1J4PN2GK1BW","T4W"
"","75","Y","2021079622","0","1","","1","08","Y","KW","2016","98","1","","1","21","W","010","1","","1","01","03","12","02","OH","1","05","3WKBAJ8X2GF","TTR"
"","51","N","2021047810","2","2","","1","09","Y","DODG","2003","","1","","1","00","W","000","","","2","02","07","06","01","PA","2","04","1D7HL12X93S","TPC"
"","69","N","2021075990","1","2","","3","06","Y","CHEV","2018","","0","","1","49","E","000","","","2","02","03","06","11","PA","2","07","1GCWGAFP3J1","T"
"","15","N","2021123804","3","1","","5","02","Y","SUBA","2015","01","2","","1","00","E","005","0","","2","01","07","01","01","PA","2","06","4S4BSACCXF3","T4W"
"","09","N","2021126224","1","1","","1","02","Y","KIA","2018","01","1","","1","00","S","025","","","1","01","05","12","06","PA","1","01","5XXGW4L25JG","P"
"","69","N","2021119189","3","2","","3","11","Y","JEEP","2018","","0","","1","00","","000","","","2","02","05","06","01","PA","2","06","1C4RJFAG2JC","T"
"","09","N","2021062242","3","1","","2","03","Y","SUBA","2017","01","1","","3","00","S","999","","","1","01","03","17","01","PA","1","01","4S3GKAB63H3","P"
"","15","N","2021060728","2","3","","1","99","U","KIA","2017","01","1","","1","00","E","999","0","","2","05","05","01","01","PA","1","06","KNDPNCAC4H7","T4W"
"","51","N","2021119056","3","1","","1","01","Y","RAM","2015","01","1","","1","00","N","999","","","1","01","07","15","03","PA","1","04","1C6RR7FT0FS","TCW"
"","40","N","2021073747","3","1","","2","00","U","FORD","2004","01","1","","1","00","E","999","","","1","01","12","01","01","PA","0","06","2FMDA52254B","TSV"
"","69","N","2021094158","1","2","","1","06","Y","NISS","2021","","0","","1","00","E","000","0","","2","02","01","06","09","PA","2","06","JN8AT3BB4MW","T"
"","15","N","2021105692","3","1","","1","01","Y","NISS","2013","01","1","","1","00","S","999","","","2","01","02","01","07","PA","2","01","JN8AS5MV1DW","T4W"
"","69","N","2021078884","1","2","","1","09","Y","CHEV","1964","","0","","9","00","","000","","","3","02","01","06","98","PA","2","04","4C144F11694",""
"","15","N","2021127403","3","1","","1","12","Y","SUBA","2016","01","1","","1","00","S","030","","","1","01","05","01","01","PA","1","01","4S4BSAJCXG3","T4W"
"","15","N","2021081033","3","1","","1","12","Y","SUBA","2017","01","1","","1","00","W","999","","","1","01","02","01","98","PA","1","06","JF2GPABC0H8","T4W"
"","69","N","2021060961","1","1","","1","07","U","RAM","2018","01","1","","1","00","W","999","1","","2","01","05","01","01","OH","2","04","3C63R3GL4JG","T"
"","15","N","2021113489","3","3","","1","12","Y","NISS","2015","01","1","","1","00","N","999","","","1","01","12","07","09","PA","0","06","5N1AR2MM7FC","T4W"
"","12","N","2021101327","3","2","","3","11","Y","JEEP","2009","","0","","1","00","W","000","","","2","02","01","06","01","PA","2","01","1J4FA24149L","T2W"
"","51","N","2021104680","3","3","","1","01","Y","HOND","2008","02","1","","1","00","N","999","","","1","01","03","01","01","PA","1","04","2HJYK16488H","TCW"
"","04","N","2021116871","3","3","","1","12","Y","BUIC","2005","02","1","","1","00","W","060","","","1","01","12","01","01","PA","1","01","2G4WC532551","P4D"
"","69","N","2021105662","3","1","","1","12","Y","MAZD","2021","02","1","","1","00","E","040","","","1","01","03","01","03","GA","1","01","JM3KFBCM4M0","T"
"","09","N","2021100989","3","1","","1","12","Y","TOYT","2020","02","1","","3","00","S","999","","","1","01","07","17","11","PA","1","01","JTDEPRAE3LJ","P"
"","04","N","2021100300","1","1","","2","06","Y","FORD","2012","01","1","","1","00","N","999","","","2","01","07","02","01","PA","2","01","3FAHP0CG7CR","P4D"
"","75","Y","2021106613","1","1","","3","05","Y","INTL","2015","02","1","","3","21","S","999","1","","1","01","03","17","01","PA","1","05","3HSDJAPR7FN","TTR"
"","51","N","2021071032","3","1","","1","01","Y","CHEV","2000","01","1","","4","00","S","999","","","1","01","08","16","01","PA","1","04","1GCCS1455Y8","TPK"
"","20","N","2021087858","3","1","","1","12","U","YAMA","2007","01","1","","1","41","E","999","0","","1","01","05","01","01","PA","1","02","JYAVM01EX7A","MRS"
"","09","N","2021127320","2","1","","2","06","Y","TOYT","2020","02","1","","4","00","W","999","","","2","01","05","15","13","PA","2","01","4T1G11BK2LU","P"
"","09","N","2021028350","9","4","","1","09","U","","","99","1","","1","00","N","999","","","2","05","99","15","01","","1","01","",""
"","51","N","2021064667","3","1","","1","12","Y","CHEV","2005","01","1","","1","00","U","999","","","1","01","05","15","01","PA","1","04","1GCEK19Z05Z","T4C"
"","05","N","2021093409","3","1","","1","02","Y","TOYT","2008","02","1","","1","00","N","999","","","2","01","01","01","13","PA","2","01","JTDKB20U787","P4H"
"","72","Y","2021114211","1","1","","1","02","Y","FRHT","2016","01","1","","1","21","S","040","1","","2","01","02","01","06","OH","2","05","3ALXFB009GD","TGL"
"","09","N","2021052877","2","1","","1","08","Y","KIA","2019","01","1","","1","00","W","999","0","","1","01","05","18","08","PA","1","01","3KPF24AD5KE","P"
"","15","N","2021077212","2","1","","1","12","Y","FORD","2017","01","1","","1","00","E","035","","","1","01","12","02","01","PA","1","06","1FMCU0G94HU","T4W"
"","09","N","2021072705","3","1","","1","12","Y","VOLK","2021","01","2","","1","00","E","040","","","1","01","02","01","01","PA","1","01","3VW6T7BU0MM","P"
"","15","N","2021067394","1","1","","1","07","Y","HOND","2016","01","3","","1","00","N","999","","","2","01","03","02","03","PA","2","06","5FNYF6H36GB","T4W"
"","69","N","2021075456","1","1","","1","06","Y","SUBA","2019","01","2","","1","00","N","000","","","2","01","03","03","01","TX","2","06","JF2GTAEC4KH","T"
"","09","N","2021099263","3","1","","1","11","Y","HYUN","2017","01","1","","1","00","S","999","","","2","01","05","13","09","OK","1","01","",""
"","51","N","2021051001","1","4","","2","12","N","DODG","2002","02","1","","3","","N","999","","","1","05","07","11","05","PA","1","04","1B7GG12X72S","TPC"
"","04","N","2021100877","2","1","","2","06","Y","KIA","2015","01","1","","1","00","E","010","","","4","01","05","02","03","PA","2","01","KNAFX4A63F5","P4D"
"","09","N","2021078153","3","1","","2","09","Y","DODG","2018","01","3","","3","00","E","020","0","","1","01","12","17","06","PA","2","01","2C3CDXJG7JH","P"
"","01","N","2021076438","3","1","","3","11","Y","FORD","1997","02","3","","1","00","S","070","","","1","01","03","01","03","PA","1","01","1FALP4442VF","PCV"
"","04","N","2021090096","1","4","","1","03","U","FORD","2008","99","1","","1","00","W","055","","","4","05","07","01","03","PA","2","01","1FAHP35NX8W","P4D"
"","69","N","2021061660","2","1","","2","06","Y","CHEV","2020","01","1","","1","00","W","999","","","2","01","07","01","03","PA","2","06","3GNCJPSB9LL","T"
"","15","N","2021087559","2","1","","1","11","Y","JEEP","2016","01","2","","1","00","N","999","0","","1","01","03","01","03","PA","1","01","1C4PJMAB8GW","T4W"
"","04","N","2021075580","2","1","","1","07","Y","NISS","2013","01","2","","1","00","N","050","","","2","01","07","01","01","PA","2","01","1N4AL3AP9DC","P4D"
"","04","N","2021108011","3","1","","1","12","Y","PONT","2007","01","3","","1","00","E","020","","","2","01","12","01","98","PA","2","01","2G2WP552571","P4D"
"","15","N","2021087940","3","1","","1","12","Y","GMC","2012","01","3","","1","00","N","040","","","1","01","05","01","06","PA","1","06","1GKS2CE07CR","T4W"
"","04","N","2021077169","3","2","","1","01","N","TOYT","2017","","0","","1","00","","000","0","","2","02","01","06","08","PA","2","01","2T1BURHE6HC","P4D"
"","09","N","2021073913","3","1","","1","11","Y","NISS","2018","01","1","","1","00","S","050","","","1","01","01","01","01","PA","1","01","1N4AA6AP0JC","P"
"","15","N","2021055745","3","1","","1","04","Y","FORD","2017","07","1","","1","03","N","055","0","","2","01","03","01","07","PA","2","06","1FM5K8AR8HG","T4W"
"","04","N","2021098561","3","1","","1","12","Y","DODG","2016","01","2","","1","00","E","999","","","2","01","05","01","06","PA","1","01","2C3CDXJG2GH","P4D"
"","04","N","2021060369","3","1","","1","10","U","SUBA","2006","01","1","","1","00","E","080","0","","1","01","05","01","01","PA","1","01","4S3BL626X67","P4D"
"","09","N","2021087882","3","1","","3","11","Y","KIA","2020","01","2","","1","00","S","035","0","","2","01","01","01","03","PA","2","01","5XXGT4L37LG","P"
"","02","N","2021062789","3","1","","3","12","Y","HOND","2012","01","1","","1","00","N","035","","","2","01","12","01","01","PA","1","01","1HGCS1B79CA","PCP"
"","04","N","2021087077","3","1","","1","12","Y","TOYT","2008","02","1","","1","00","S","025","0","","2","01","02","01","06","PA","1","01","2T1BR30E98C","P4D"
"","04","N","2021063347","1","1","","1","12","Y","HYUN","2008","01","1","","1","00","E","020","","","2","01","02","01","01","PA","2","01","KMHDU46D28U","P4D"
"","15","N","2021061575","2","1","","1","01","Y","MAZD","2016","01","1","","1","00","S","025","","","1","01","01","01","01","PA","1","06","JM3KE4DY2G0","T4W"
"","69","N","2021054503","3","2","","1","11","Y","CHEV","2020","","0","","1","00","","000","0","","2","02","12","06","01","PA","2","06","2GNAXYEX4L6","T"
"","15","N","2021076169","3","1","","1","01","Y","SUBA","2010","01","1","","1","00","E","025","","","1","01","07","01","01","PA","1","06","JF2SH6CC7AH","T4W"
"","04","N","2021122404","3","1","","2","09","Y","CADI","2006","01","1","","1","00","N","065","","","1","01","07","01","03","PA","1","01","1G6KD57Y66U","P4D"
"","04","N","2021128657","1","1","","1","06","Y","TOYT","2013","01","1","","4","00","S","999","","","2","01","02","16","03","PA","2","01","2T1BU4EE4DC","P4D"
"","69","N","2021107340","2","1","","3","06","Y","HYUN","2021","01","2","","1","00","S","000","","","3","01","03","03","03","PA","2","06","KM8J3CAL6MU","T"
"","04","N","2021090723","3","2","","1","05","Y","HOND","2015","","0","","1","00","","000","","","2","02","01","06","01","PA","2","01","1HGCR2F37FA","P4D"
"","04","N","2021105404","9","1","","1","06","Y","SUBA","2016","01","1","","1","00","W","005","","","1","01","99","02","01","PA","2","01","JF1GJAA65GH","P4D"
"","04","N","2021105587","1","1","","1","03","Y","MERZ","2010","01","1","","1","00","W","999","","","1","01","05","12","01","WI","2","01","WDDHF5GB5AA","P4D"
"","04","N","2021101251","0","1","","1","03","Y","KIA","2013","01","1","","1","00","S","005","","","1","01","03","12","04","PA","1","01","KNAFU4A21D5","P4D"
"","09","N","2021091409","3","1","","1","11","Y","NISS","2017","02","1","","1","00","N","999","","","2","01","12","01","03","PA","3","01","3N1AB7AP3HY","P"
"","15","N","2021085962","1","2","","1","04","Y","LEXS","2016","","0","","1","00","E","000","","","2","02","03","06","11","PA","2","01","JTJBARBZ9G2","T4W"
"","09","N","2021126798","3","1","","2","12","Y","VOLK","2019","01","1","","1","00","E","999","","","2","01","12","10","02","PA","2","01","3VW6T7BU6KM","P"
"","41","N","2021122278","3","1","","3","12","Y","MERZ","2016","01","1","","1","49","W","005","","","1","01","03","01","13","PA","1","07","WD3PG2EAXG3","TCG"
"","04","N","2021110084","1","1","","1","12","Y","VOLK","2015","01","3","","1","00","N","999","","","4","01","12","01","04","PA","2","01","1VWBT7A32FC","P4D"
"","04","N","2021055779","3","1","","2","02","Y","VOLK","2013","01","1","","1","00","E","999","0","","1","01","03","01","01","PA","1","01","WVWRP7AN6DE","P4D"
"","04","N","2021099148","1","1","","1","06","Y","CHEV","2017","01","1","","1","00","E","000","","","3","01","07","03","03","PA","2","01","1G1ZE5ST2HF","P4D"
"","69","N","2021103302","3","1","","1","12","Y","NISS","2021","02","1","","1","00","S","035","","","2","01","05","01","01","PA","1","01","5N1AT3BB5MC","T"
"","04","N","2021068434","3","1","","1","01","Y","TOYT","2007","01","2","","1","00","S","999","","","1","01","05","01","03","PA","1","01","4T1BK36B27U","P4D"
"","69","N","2021068428","1","2","","1","01","Y","RAM","2019","","0","","1","00","E","000","","","3","02","07","06","98","PA","2","04","1C6RR7TT6KS","T"
"","09","N","2021102353","3","1","","1","10","Y","LINC","2018","02","1","","4","13","E","040","","","1","01","05","16","01","PA","1","01","1LN6L9HK9J5","P"
"","04","N","2021119275","1","1","","1","12","Y","CHRY","2006","01","1","","1","00","N","999","","","1","01","05","01","01","PA","1","01","2C3LK63H16H","P4D"
"","15","N","2021123512","3","1","","1","07","Y","GMC","2013","01","1","","1","00","N","999","","","2","01","05","12","06","PA","2","06","1GKS2EEF2DR","T4W"
"","04","N","2021120745","3","1","","3","10","Y","HYUN","2011","01","1","","1","00","N","999","","","2","01","02","01","01","PA","1","01","KMHDH4AEXBU","P4D"
"","69","N","2021125028","0","4","","1","09","U","","","","1","","1","00","E","035","","","1","05","05","01","01","","2","04","",""
"","15","N","2021113088","1","1","","1","06","Y","JEEP","2013","01","2","","4","00","N","055","","","2","01","05","16","01","PA","2","06","1C4NJDBB2DD","T4W"
"","04","N","2021097272","2","1","","1","06","Y","MERZ","2011","01","1","","1","00","N","000","","","1","01","05","03","01","VA","2","01","WDDHF9AB4BA","P4D"
"","09","N","2021080973","3","1","","1","11","Y","DODG","2018","02","2","","1","00","N","005","0","","2","01","07","12","01","PA","2","01","2C3CDZFJ6JH","P"
"","04","N","2021087607","3","1","","1","07","Y","CHRY","2008","01","1","","1","00","W","015","","","4","01","07","02","01","PA","3","01","2C3KA33G68H","P4D"
"","04","N","2021094371","3","1","","1","12","Y","KIA","2013","01","1","","3","00","N","999","","","1","01","03","17","01","PA","0","01","KNADN4A33D6","P4D"
"","12","N","2021114144","1","1","","1","06","Y","CHEV","1989","09","1","","1","00","S","000","","","2","01","03","03","01","ZG","3","04","1GBBS10E3K2","T2W"
"","04","N","2021085312","3","1","","1","09","Y","SUBA","2015","01","1","","1","00","W","035","","","2","01","99","01","01","PA","2","01","4S3BNAN69F3","P4D"
"","69","N","2021099378","2","1","","1","07","Y","CHEV","2018","01","1","","1","00","N","000","","","3","01","03","03","04","PA","2","01","3GNCJPSB9JL","T"
"","51","N","2021099532","1","1","","1","11","Y","CHEV","2015","01","1","","1","00","E","999","","","1","01","07","01","08","PA","1","04","1GCVKRECXFZ","T4C"
"","09","N","2021095627","2","1","","1","01","Y","KIA","2020","01","2","","1","00","S","030","","","2","01","12","01","01","PA","1","01","3KPF34AD7LE","P"
"","","N","2021068266","0","2","","1","12","","","","00","1","","1","00","E","999","","","2","11","","01","01","","1","20","",""
"","04","N","2021102166","3","1","","1","12","Y","TOYT","2009","02","2","","1","00","N","035","","","1","01","07","01","01","PA","1","01","JTDBL40E999","P4D"
"","04","N","2021127627","3","1","","1","03","Y","FORD","2014","01","2","","1","00","E","999","","","2","01","05","01","01","PA","2","01","3FA6P0HD8ER","P4D"
"","51","N","2021120983","3","1","","1","01","Y","DODG","2008","01","1","","1","00","N","015","0","","1","01","08","12","03","PA","2","04","1D7HU18278J","TCW"
"","09","N","2021122076","3","1","","1","02","Y","MERZ","2021","01","1","","1","00","S","999","","","2","01","07","12","04","TX","2","01","W1KZF5KBXMA","P"
"","09","N","2021122412","3","1","","1","12","Y","KIA","2019","01","1","","3","00","E","025","","","1","01","03","17","01","PA","3","01","3KPF34AD9KE","P"
"","15","N","2021122610","3","1","","1","01","Y","KIA","2014","02","1","","1","00","E","999","","","2","01","07","18","01","PA","2","01","5XYKTDA6XEG","T4W"
"","29","N","2021104994","1","1","","2","14","N","HOND","2019","01","1","","3","41","N","099","","","1","01","02","17","01","","1","02","",""
"","15","N","2021123546","1","1","","1","06","Y","SUBA","2014","01","1","","1","00","S","025","","","2","01","05","01","01","PA","2","01","JF2SJAHCXEH","T4W"
"","04","N","2021122903","3","1","","1","00","N","NISS","2005","01","2","","1","00","W","999","","","1","01","05","15","11","PA","0","01","1N4AL11D15N","P4D"
"","15","N","2021083876","2","1","","1","03","Y","CHEV","2012","01","2","","1","00","S","035","","","1","01","07","01","06","PA","2","06","2GNFLEEK3C6","T4W"
"","09","N","2021090354","3","1","","1","12","Y","HOND","2017","01","1","","1","00","E","999","","","1","01","07","01","01","PA","1","01","SHHFK7H54HU","P"
"","15","N","2021113717","3","1","","1","12","Y","KIA","2013","02","1","","1","00","N","999","","","1","01","04","12","98","PA","1","01","KNDJT2A63D7","T4W"
"","04","N","2021106407","3","1","","1","12","Y","CHRY","2016","02","1","","1","00","N","030","","","1","01","03","01","01","PA","1","01","1C3CCCDG4GN","P4D"
"","51","N","2021116575","1","1","","1","12","Y","FORD","1999","01","1","","1","00","W","999","","","1","01","05","12","01","PA","1","01","1FTNW21F1XE","TCW"
"","15","N","2021075823","1","1","","1","06","Y","MITS","2017","01","1","","1","00","N","020","","","2","01","03","02","03","PA","2","06","JA4AZ2A38HZ","T4W"
"","15","N","2021114498","1","1","","2","06","Y","HOND","2006","99","1","","1","00","S","999","","","1","01","02","02","03","PA","2","01","5FNYF18546B","T4W"
"","40","N","2021127624","3","1","","1","12","Y","DODG","2015","01","1","","1","00","W","999","","","1","01","05","10","98","PA","1","01","2C4RDGBG7FR","TSV"
"","09","N","2021123532","3","3","","3","03","U","MAZD","2019","","1","","3","00","S","999","","","1","05","02","12","01","TX","1","01","JM1DKFB72K0","P"
"","04","N","2021122028","3","2","","1","07","Y","NISS","2014","","0","","1","00","N","000","","","2","02","12","06","11","PA","1","01","1N4AL3AP3EC","P4D"
"","04","N","2021120935","2","1","","1","01","Y","TOYT","2010","01","1","","1","00","W","999","","","1","01","02","01","01","FL","2","01","JTDBT4K3XA1","P4D"
"","04","N","2021081548","3","1","","2","09","Y","TOYT","2002","02","1","","1","00","N","010","","","1","01","01","12","01","PA","2","01","2T1BR12E92C","P4D"
"","69","N","2021109954","1","1","","2","02","Y","CHEV","2021","03","1","","1","49","N","999","","","1","01","03","12","01","AZ","2","07","1GCWGAFP1M1","T"
"","04","N","2021094219","2","1","","3","06","Y","HOND","2013","01","1","","1","00","E","999","","","2","01","03","02","03","PA","2","01","1HGCR3F87DA","P4D"
"","04","N","2021062573","1","1","","1","11","Y","HYUN","2013","02","2","","1","00","E","999","","","2","01","07","01","01","PA","2","01","5NPEB4AC8DH","P4D"
"","04","N","2021090218","1","1","","1","06","Y","LEXS","2017","01","1","","1","00","N","000","0","","4","01","03","03","01","PA","2","01","58ABK1GG8HU","P4D"
"","15","N","2021094600","2","1","","1","06","Y","FORD","2007","02","3","","1","00","W","000","","","2","01","03","03","01","PA","2","06","1FMYU93107K","T4W"
"","15","N","2021077538","1","1","","3","12","Y","ISU","2007","01","4","","1","00","E","030","","","1","01","07","02","01","PA","1","06","4NUDT13S272","T4W"
"","04","N","2021077776","2","1","","1","09","Y","PONT","2008","01","1","","1","00","W","999","","","1","01","12","12","07","IN","1","01","1G2ZG57N484","P4D"
"","69","N","2021126485","2","1","","3","03","Y","GMC","2020","01","1","","1","01","E","999","","","2","01","05","12","06","PA","2","06","1GKKNRLS8LZ","T"
"","69","Y","2021125575","1","1","","1","03","Y","FORD","2019","02","1","","1","00","W","999","","","2","01","03","01","03","PA","2","03","1FDGF5GY4KE","T"
"","15","N","2021081476","1","1","","1","12","Y","GMC","2008","02","1","","1","00","N","030","","","1","01","03","01","01","PA","1","06","1GKDT13S282","T4W"
"","04","N","2021084774","3","1","","1","09","Y","ACUR","2012","01","1","","1","00","S","999","","","2","01","02","01","03","PA","2","01","JH4CU2F81CC","P4D"
"","09","N","2021055561","1","1","","1","06","Y","TESL","2020","01","1","","1","00","E","999","0","","2","01","03","10","01","PA","2","01","5YJ3E1EA5LF","P"
"","39","Y","2021051038","1","1","","1","06","Y","GILG","2012","06","1","","1","99","N","000","","","2","01","04","03","01","PA","2","03","15GGD2719C1","TBU"
"","75","Y","2021104688","1","1","","1","12","Y","WSTR","2004","99","1","","1","21","N","010","1","","2","01","07","01","07","OH","1","05","5KJJAECV94P","TTR"
"","15","N","2021094334","3","1","","2","12","Y","HOND","2003","01","1","","1","00","S","035","","","1","01","08","01","01","PA","1","06","SHSRD78483U","T4W"
"","69","N","2021099899","1","1","","4","07","Y","FORD","2018","02","2","","1","49","E","000","","","3","01","03","03","03","PA","2","07","1FTYR1CM8JK","T"
"","09","N","2021118065","3","1","","1","11","Y","FORD","2017","01","1","","1","00","N","070","","","1","01","05","01","03","PA","1","01","1FAHP2E8XHG","P"
"","04","N","2021118939","2","1","","2","12","Y","KIA","2016","01","1","","1","00","N","030","","","1","01","02","01","03","PA","1","01","KNAFK4A69G5","P4D"
"","09","N","2021082593","3","1","","1","12","Y","NISS","2019","01","1","","1","00","W","035","","","2","01","07","01","03","PA","2","01","1N4BL4EVXKC","P"
"","51","N","2021077603","0","1","","1","06","Y","CHEV","2010","02","1","","1","00","E","999","","","3","01","03","98","03","PA","2","04","1GCPCPEAXAZ","TPK"
"","69","N","2021114318","2","1","","1","11","Y","SUBA","2019","01","1","","1","00","S","005","","","3","01","01","10","01","PA","2","01","JF2GTAEC3K8","T"
"","69","Y","2021107585","1","1","","1","11","Y","FRHT","2019","01","1","","1","00","W","070","","","2","01","02","01","01","IN","2","05","3AKJHHDR7KS","T"
"","04","N","2021106300","3","1","","2","12","Y","HOND","2006","02","1","","1","00","N","030","","","1","01","12","01","03","PA","1","01","1HGFA16526L","P4D"
"","15","N","2021112999","3","1","","2","01","Y","JEEP","2016","02","2","","4","00","E","999","","","1","01","10","16","02","PA","1","06","1C4PJMBS1GW","T4W"
"","04","N","2021114679","1","1","","1","10","Y","FORD","2012","01","1","","1","00","N","999","","","1","01","03","01","03","PA","2","01","3FAHP0JG4CR","P4D"
"","09","N","2021101982","2","1","","2","05","Y","TOYT","2018","01","1","","1","00","E","055","","","1","01","02","15","98","PA","1","01","2T1BURHE3JC","P"
"","04","N","2021100300","3","1","","2","12","Y","TOYT","2007","01","2","","1","00","N","999","","","1","01","07","01","01","PA","1","01","JTDBT923071","P4D"
"","04","N","2021106613","3","1","","2","09","Y","NISS","2012","01","1","","4","00","N","999","","","2","01","05","16","01","PA","2","01","3N1AB6AP5CL","P4D"
"","09","N","2021107058","1","1","","2","05","Y","HOND","2020","02","1","","1","00","E","999","","","2","01","07","01","03","PA","2","01","1HGCV1F1XLA","P"
"","05","N","2021087858","2","1","","1","03","U","DODG","2007","02","1","","1","00","W","999","0","","2","01","02","12","01","PA","2","01","1B3HB48B47D","P4H"
"","69","N","2021117132","1","1","","1","12","Y","HOND","2019","01","1","","1","00","E","999","","","3","01","12","01","01","PA","2","06","3CZRU6H35KG","T"
"","51","N","2021077847","1","1","","3","11","Y","FORD","2015","01","2","","1","00","E","005","","","1","01","03","12","11","PA","1","04","1FDUF5GY3FE","TCB"
"","15","N","2021064501","3","1","","1","03","Y","LEXS","2008","02","1","","1","00","E","015","","","2","01","07","01","01","PA","2","01","2T2HK31U48C","T4W"
"","51","N","2021094552","3","1","","1","12","Y","FORD","2006","01","1","","1","00","E","065","","","1","01","12","15","01","PA","3","04","1FTWX31P76E","T4C"
"","51","N","2021110281","3","1","","3","01","Y","DODG","2017","01","2","","3","00","E","999","","","1","01","02","15","01","PA","1","01","","TCW"
"","41","N","2021065534","3","1","","3","12","Y","GMC","2010","01","2","","1","49","N","025","","","3","01","03","02","03","PA","1","07","1GTZGFBG0A1","TCG"
"","09","N","2021076643","0","1","","1","12","Y","NISS","2021","02","2","","1","00","E","020","","","1","01","01","12","01","OK","1","01","3N1CN8EV9ML","P"
"","05","N","2021104298","3","1","","1","06","Y","HOND","2013","01","1","","1","00","N","999","","","2","01","12","01","01","PA","3","01","JHMZE2H70DS","P4H"
"","69","N","2021067394","3","1","","1","01","Y","BUIC","2019","01","1","","1","00","N","999","","","1","01","07","01","03","PA","1","06","KL4CJGSM7KB","T"
"","69","N","2021117314","2","1","","1","12","Y","CHEV","2020","01","1","","1","00","N","999","","","1","01","05","01","98","PA","1","04","1GC4YNE7XLF","T"
"","51","N","2021076700","1","1","","3","06","Y","FORD","2012","01","1","","1","00","W","010","","","3","01","03","01","03","PA","2","04","1FTMF1CM2CK","TPK"
"","15","N","2021073026","1","1","","1","03","Y","JEEP","2004","01","1","","1","00","E","999","","","1","01","12","01","01","PA","2","06","1J4GW48S24C","T4W"
"","40","N","2021069221","3","1","","1","01","Y","TOYT","2016","02","3","","1","46","S","005","","","1","01","03","12","07","PA","2","07","5TDKK3DC3GS","TSV"
"","51","N","2021077166","1","1","","1","12","Y","GMC","2015","01","1","","1","00","E","000","0","","2","01","03","03","01","PA","2","04","1GTV2UEC6FZ","T4C"
